"Province","cumulative_Lag","RR","Lower","Upper"
"กรุงเทพมหานคร","cumulative_Lag 5","1.0109","1","1.022"
"กาญจนบุรี","cumulative_Lag 5","1.0197","0.9889","1.0515"
"กำแพงเพชร","cumulative_Lag 5","1.0319","0.967","1.1011"
"ขอนแก่น","cumulative_Lag 5","1.0091","0.9935","1.0249"
"จันทบุรี","cumulative_Lag 5","0.967","0.8877","1.0533"
"ฉะเชิงเทรา","cumulative_Lag 5","0.9914","0.9564","1.0278"
"ชลบุรี","cumulative_Lag 5","1.0191","0.995","1.0438"
"ตรัง","cumulative_Lag 5","1.0481","0.9285","1.183"
"ตราด","cumulative_Lag 5","0.9125","0.8278","1.0058"
"ตาก","cumulative_Lag 5","0.9987","0.9651","1.0334"
"นครปฐม","cumulative_Lag 5","0.9926","0.9638","1.0223"
"นครพนม","cumulative_Lag 5","0.9723","0.9377","1.0081"
"นครราชสีมา","cumulative_Lag 5","1.0277","1.012","1.0437"
"นครศรีธรรมราช","cumulative_Lag 5","1.027","0.9574","1.1016"
"นครสวรรค์","cumulative_Lag 5","1.0142","0.9878","1.0413"
"นราธิวาส","cumulative_Lag 5","1.011","0.9342","1.0942"
"น่าน","cumulative_Lag 5","0.9922","0.9778","1.0069"
"บุรีรัมย์","cumulative_Lag 5","1.0277","0.9814","1.0761"
"ปทุมธานี","cumulative_Lag 5","1.0076","0.9776","1.0386"
"ประจวบคีรีขันธ์","cumulative_Lag 5","1.0405","0.9647","1.1223"
"ปราจีนบุรี","cumulative_Lag 5","0.9832","0.9535","1.0137"
"พระนครศรีอยุธยา","cumulative_Lag 5","1.0266","0.9949","1.0594"
"พะเยา","cumulative_Lag 5","1.0085","0.9899","1.0275"
"พิจิตร","cumulative_Lag 5","1.0994","1.0169","1.1885"
"พิษณุโลก","cumulative_Lag 5","0.9937","0.9728","1.0151"
"ภูเก็ต","cumulative_Lag 5","1.0364","0.9393","1.1436"
"มุกดาหาร","cumulative_Lag 5","0.9721","0.8465","1.1164"
"ยะลา","cumulative_Lag 5","0.9931","0.9018","1.0938"
"ระยอง","cumulative_Lag 5","0.9858","0.951","1.0219"
"ราชบุรี","cumulative_Lag 5","1.0257","1.0034","1.0485"
"ลพบุรี","cumulative_Lag 5","1.0193","0.9584","1.084"
"ลำปาง","cumulative_Lag 5","1.0019","0.9856","1.0184"
"ลำพูน","cumulative_Lag 5","0.9914","0.9639","1.0198"
"สกลนคร","cumulative_Lag 5","0.9676","0.9302","1.0065"
"สงขลา","cumulative_Lag 5","1.0088","0.9616","1.0584"
"สตูล","cumulative_Lag 5","0.8847","0.7845","0.9977"
"สมุทรปราการ","cumulative_Lag 5","1.0355","1.0112","1.0604"
"สมุทรสงคราม","cumulative_Lag 5","1.0492","0.9833","1.1194"
"สระแก้ว","cumulative_Lag 5","1.0055","0.9664","1.0463"
"สุพรรณบุรี","cumulative_Lag 5","1.0325","0.996","1.0705"
"สุราษฎร์ธานี","cumulative_Lag 5","0.9969","0.9458","1.0507"
"สุโขทัย","cumulative_Lag 5","1.0193","0.9781","1.0622"
"หนองคาย","cumulative_Lag 5","1.0018","0.9768","1.0275"
"อุดรธานี","cumulative_Lag 5","1.012","0.9839","1.041"
"อุตรดิตถ์","cumulative_Lag 5","0.995","0.9524","1.0395"
"อุทัยธานี","cumulative_Lag 5","1.0524","0.9678","1.1444"
"อุบลราชธานี","cumulative_Lag 5","0.9899","0.9756","1.0044"
"เชียงราย","cumulative_Lag 5","0.9967","0.9902","1.0032"
"เชียงใหม่","cumulative_Lag 5","0.9944","0.9832","1.0058"
"เพชรบูรณ์","cumulative_Lag 5","1.0001","0.9433","1.0605"
"เลย","cumulative_Lag 5","0.9805","0.9594","1.0019"
"แพร่","cumulative_Lag 5","1.0068","0.9839","1.0301"
"แม่ฮ่องสอน","cumulative_Lag 5","0.9903","0.9665","1.0147"
