"Province","cumulative_Lag","RR","Lower","Upper"
"กรุงเทพมหานคร","cumulative_Lag 5","1.0232","0.9826","1.0656"
"กาญจนบุรี","cumulative_Lag 5","0.9761","0.8979","1.0611"
"กำแพงเพชร","cumulative_Lag 5","1.0263","0.8581","1.2275"
"ขอนแก่น","cumulative_Lag 5","1.0361","0.9874","1.0872"
"จันทบุรี","cumulative_Lag 5","0.9785","0.7455","1.2845"
"ฉะเชิงเทรา","cumulative_Lag 5","1.0177","0.9242","1.1206"
"ชลบุรี","cumulative_Lag 5","0.9603","0.8905","1.0357"
"ตรัง","cumulative_Lag 5","1.1313","0.8003","1.5993"
"ตราด","cumulative_Lag 5","1.1085","0.8776","1.4"
"ตาก","cumulative_Lag 5","0.9352","0.8624","1.014"
"นครปฐม","cumulative_Lag 5","1.0295","0.9494","1.1163"
"นครพนม","cumulative_Lag 5","1.0722","0.9889","1.1625"
"นครราชสีมา","cumulative_Lag 5","1.009","0.9628","1.0575"
"นครศรีธรรมราช","cumulative_Lag 5","1.1124","0.9138","1.3541"
"นครสวรรค์","cumulative_Lag 5","1.0168","0.9445","1.0947"
"นราธิวาส","cumulative_Lag 5","1.0048","0.8364","1.2072"
"น่าน","cumulative_Lag 5","0.9504","0.9017","1.0018"
"บุรีรัมย์","cumulative_Lag 5","1.191","1.0094","1.4053"
"ปทุมธานี","cumulative_Lag 5","1.008","0.9157","1.1095"
"ประจวบคีรีขันธ์","cumulative_Lag 5","1.1152","0.8782","1.416"
"ปราจีนบุรี","cumulative_Lag 5","0.944","0.8663","1.0286"
"พระนครศรีอยุธยา","cumulative_Lag 5","1.039","0.9582","1.1266"
"พะเยา","cumulative_Lag 5","1.0443","0.9855","1.1067"
"พิจิตร","cumulative_Lag 5","1.0272","0.8411","1.2544"
"พิษณุโลก","cumulative_Lag 5","0.9843","0.9113","1.0632"
"ภูเก็ต","cumulative_Lag 5","1.2189","0.8991","1.6522"
"มุกดาหาร","cumulative_Lag 5","0.9146","0.6412","1.3048"
"ยะลา","cumulative_Lag 5","1.0745","0.8765","1.3171"
"ระยอง","cumulative_Lag 5","0.9437","0.8565","1.0398"
"ราชบุรี","cumulative_Lag 5","1.0413","0.9672","1.121"
"ลพบุรี","cumulative_Lag 5","1.1315","0.9654","1.3261"
"ลำปาง","cumulative_Lag 5","1.0077","0.9516","1.0672"
"ลำพูน","cumulative_Lag 5","0.9718","0.9084","1.0396"
"สกลนคร","cumulative_Lag 5","1.0095","0.8946","1.1392"
"สงขลา","cumulative_Lag 5","0.9645","0.8362","1.1125"
"สตูล","cumulative_Lag 5","0.7505","0.5975","0.9426"
"สมุทรปราการ","cumulative_Lag 5","1.0329","0.9645","1.1062"
"สมุทรสงคราม","cumulative_Lag 5","1.2241","1.0815","1.3855"
"สระแก้ว","cumulative_Lag 5","1.1768","1.0442","1.3263"
"สุพรรณบุรี","cumulative_Lag 5","0.9869","0.8901","1.0942"
"สุราษฎร์ธานี","cumulative_Lag 5","0.9755","0.833","1.1423"
"สุโขทัย","cumulative_Lag 5","0.9399","0.8505","1.0387"
"หนองคาย","cumulative_Lag 5","1.007","0.9471","1.0706"
"อุดรธานี","cumulative_Lag 5","0.8875","0.805","0.9785"
"อุตรดิตถ์","cumulative_Lag 5","0.9562","0.8447","1.0824"
"อุทัยธานี","cumulative_Lag 5","1.0276","0.8294","1.2733"
"อุบลราชธานี","cumulative_Lag 5","1.045","0.9975","1.0947"
"เชียงราย","cumulative_Lag 5","0.9971","0.9714","1.0234"
"เชียงใหม่","cumulative_Lag 5","1.0153","0.9768","1.0553"
"เพชรบูรณ์","cumulative_Lag 5","1.038","0.8927","1.207"
"เลย","cumulative_Lag 5","1.0218","0.9674","1.0792"
"แพร่","cumulative_Lag 5","1.0467","0.9782","1.1199"
"แม่ฮ่องสอน","cumulative_Lag 5","1.0028","0.954","1.0541"
