"Province","Lag_Numeric","Lag_Description","RR","Lower","Upper"
"Yala",2,"cumulative_Lag 2","1.0714","1.006","1.1411"
"Rayong",2,"cumulative_Lag 2","1.0498","1.0098","1.0913"
"Ratchaburi",2,"cumulative_Lag 2","1.0374","1.0153","1.0599"
"Lop Buri",2,"cumulative_Lag 2","1.1068","1.0488","1.168"
"Lampang",2,"cumulative_Lag 2","0.9917","0.9699","1.0141"
"Lamphun",2,"cumulative_Lag 2","0.9983","0.9704","1.027"
"Sakon Nakhon",2,"cumulative_Lag 2","1.0088","0.9591","1.0611"
"Songkhla",2,"cumulative_Lag 2","1.0298","0.9854","1.0763"
"Satun",2,"cumulative_Lag 2","0.9662","0.886","1.0537"
"Samut Prakan",2,"cumulative_Lag 2","1.0312","1.0041","1.0591"
"Samut Songkhram",2,"cumulative_Lag 2","1.0009","0.943","1.0622"
"Sa Kaeo",2,"cumulative_Lag 2","1.0363","0.9928","1.0816"
"Suphan Buri",2,"cumulative_Lag 2","0.9814","0.9445","1.0198"
"Surat Thani",2,"cumulative_Lag 2","1.0367","0.9858","1.0901"
"Sukhothai",2,"cumulative_Lag 2","1.0352","0.9968","1.075"
"Nong Khai",2,"cumulative_Lag 2","1.0205","0.9943","1.0473"
"Udon Thani",2,"cumulative_Lag 2","1.0406","1.0056","1.0768"
"Uttaradit",2,"cumulative_Lag 2","1.0159","0.9564","1.079"
"Uthai Thani",2,"cumulative_Lag 2","1.0411","0.9626","1.1261"
"Ubon Ratchathani",2,"cumulative_Lag 2","1.0199","1.0029","1.0372"
"Chiang Rai",2,"cumulative_Lag 2","0.9901","0.9793","1.001"
"Chiang Mai",2,"cumulative_Lag 2","1.0153","1.0006","1.0301"
"Phetchabun",2,"cumulative_Lag 2","1.0328","0.9701","1.0995"
"Loei",2,"cumulative_Lag 2","0.9975","0.9728","1.0228"
"Phrae",2,"cumulative_Lag 2","0.987","0.9618","1.0129"
"Mae Hong Son",2,"cumulative_Lag 2","1.0111","0.9839","1.0392"
"Bangkok",3,"cumulative_Lag 3","1.0396","1.0235","1.0559"
"Kanchanaburi",3,"cumulative_Lag 3","1.0069","0.9767","1.0379"
"Kamphaeng Phet",3,"cumulative_Lag 3","0.9734","0.9118","1.0392"
"Khon Kaen",3,"cumulative_Lag 3","1.0268","1.0061","1.0478"
"Chanthaburi",3,"cumulative_Lag 3","1.0014","0.8906","1.126"
"Chachoengsao",3,"cumulative_Lag 3","1.0639","1.0243","1.1051"
"Chon Buri",3,"cumulative_Lag 3","1.0511","1.0217","1.0815"
"Trang",3,"cumulative_Lag 3","0.9606","0.8201","1.1251"
"Trat",3,"cumulative_Lag 3","1.0497","0.9259","1.1901"
"Tak",3,"cumulative_Lag 3","0.9815","0.9435","1.0209"
"Nakhon Pathom",3,"cumulative_Lag 3","1.0575","1.0232","1.0929"
"Nakhon Phanom",3,"cumulative_Lag 3","0.9895","0.9567","1.0234"
"Nakhon Ratchasima",3,"cumulative_Lag 3","1.0635","1.0407","1.0868"
"Nakhon Si Thammarat",3,"cumulative_Lag 3","1.0818","1.0115","1.1569"
"Nakhon Sawan",3,"cumulative_Lag 3","1.0279","0.9961","1.0607"
"Narathiwat",3,"cumulative_Lag 3","0.9825","0.9249","1.0437"
"Nan",3,"cumulative_Lag 3","1.0056","0.9805","1.0314"
"Buri Ram",3,"cumulative_Lag 3","1.0459","0.9887","1.1065"
"Pathum Thani",3,"cumulative_Lag 3","1.0301","0.9942","1.0674"
"Prachuap Khiri Khan",3,"cumulative_Lag 3","1.0853","0.9986","1.1794"
"Prachin Buri",3,"cumulative_Lag 3","1.0595","1.0207","1.0998"
"Phra Nakhon Si Ayutthaya",3,"cumulative_Lag 3","1.0184","0.9843","1.0538"
"Phayao",3,"cumulative_Lag 3","0.9875","0.962","1.0137"
"Phichit",3,"cumulative_Lag 3","1.0408","0.9673","1.12"
"Phitsanulok",3,"cumulative_Lag 3","1.0249","0.997","1.0536"
"Phuket",3,"cumulative_Lag 3","0.9883","0.8785","1.1119"
"Mukdahan",3,"cumulative_Lag 3","0.9081","0.7634","1.0802"
"Yala",3,"cumulative_Lag 3","1.0795","1.0085","1.1554"
"Rayong",3,"cumulative_Lag 3","1.046","1.0035","1.0904"
"Ratchaburi",3,"cumulative_Lag 3","1.0326","1.0092","1.0564"
"Lop Buri",3,"cumulative_Lag 3","1.0869","1.0248","1.1527"
"Lampang",3,"cumulative_Lag 3","0.9942","0.9707","1.0182"
"Lamphun",3,"cumulative_Lag 3","1.0029","0.973","1.0336"
"Sakon Nakhon",3,"cumulative_Lag 3","1.016","0.9624","1.0725"
"Songkhla",3,"cumulative_Lag 3","1.0294","0.9811","1.0802"
"Satun",3,"cumulative_Lag 3","0.9603","0.8738","1.0555"
"Samut Prakan",3,"cumulative_Lag 3","1.0342","1.0051","1.0641"
"Samut Songkhram",3,"cumulative_Lag 3","1.0213","0.9593","1.0873"
"Sa Kaeo",3,"cumulative_Lag 3","1.0396","0.9939","1.0874"
"Suphan Buri",3,"cumulative_Lag 3","0.9868","0.9472","1.0281"
"Surat Thani",3,"cumulative_Lag 3","1.0519","0.9963","1.1105"
"Sukhothai",3,"cumulative_Lag 3","1.0298","0.9895","1.0717"
"Nong Khai",3,"cumulative_Lag 3","1.0107","0.9829","1.0393"
"Udon Thani",3,"cumulative_Lag 3","1.0443","1.0067","1.0833"
"Uttaradit",3,"cumulative_Lag 3","1.0349","0.9675","1.1071"
"Uthai Thani",3,"cumulative_Lag 3","1.0745","0.9873","1.1694"
"Ubon Ratchathani",3,"cumulative_Lag 3","1.0167","0.9984","1.0353"
"Chiang Rai",3,"cumulative_Lag 3","0.9909","0.9798","1.0023"
"Chiang Mai",3,"cumulative_Lag 3","1.0169","1.0015","1.0325"
"Phetchabun",3,"cumulative_Lag 3","1.0329","0.9648","1.1057"
"Loei",3,"cumulative_Lag 3","0.9857","0.959","1.0132"
"Phrae",3,"cumulative_Lag 3","0.9928","0.9652","1.021"
"Mae Hong Son",3,"cumulative_Lag 3","1.0164","0.9877","1.046"
"Bangkok",4,"cumulative_Lag 4","1.0448","1.0283","1.0615"
"Kanchanaburi",4,"cumulative_Lag 4","1.0108","0.9816","1.0409"
"Kamphaeng Phet",4,"cumulative_Lag 4","1.0215","0.9511","1.0971"
"Khon Kaen",4,"cumulative_Lag 4","1.0164","0.9947","1.0385"
"Chanthaburi",4,"cumulative_Lag 4","1.0238","0.9259","1.132"
"Chachoengsao",4,"cumulative_Lag 4","1.0589","1.0184","1.1009"
"Chon Buri",4,"cumulative_Lag 4","1.0414","1.0116","1.0721"
"Trang",4,"cumulative_Lag 4","0.8719","0.7415","1.0251"
"Trat",4,"cumulative_Lag 4","1.1029","0.9917","1.2266"
"Tak",4,"cumulative_Lag 4","0.9867","0.9507","1.024"
"Nakhon Pathom",4,"cumulative_Lag 4","1.0605","1.026","1.0961"
"Nakhon Phanom",4,"cumulative_Lag 4","1.0087","0.9731","1.0456"
"Nakhon Ratchasima",4,"cumulative_Lag 4","1.0656","1.0429","1.0887"
"Nakhon Si Thammarat",4,"cumulative_Lag 4","1.0528","0.9869","1.1232"
"Nakhon Sawan",4,"cumulative_Lag 4","1.0273","0.9952","1.0605"
"Narathiwat",4,"cumulative_Lag 4","1.0135","0.9536","1.0772"
"Nan",4,"cumulative_Lag 4","0.9957","0.9725","1.0195"
"Buri Ram",4,"cumulative_Lag 4","1.076","1.016","1.1395"
"Pathum Thani",4,"cumulative_Lag 4","1.0199","0.9846","1.0565"
"Prachuap Khiri Khan",4,"cumulative_Lag 4","1.1442","1.0584","1.2369"
"Prachin Buri",4,"cumulative_Lag 4","1.0336","0.9963","1.0722"
"Phra Nakhon Si Ayutthaya",4,"cumulative_Lag 4","1.023","0.9881","1.059"
"Phayao",4,"cumulative_Lag 4","0.9794","0.9547","1.0048"
"Phichit",4,"cumulative_Lag 4","1.0079","0.9326","1.0893"
"Phitsanulok",4,"cumulative_Lag 4","1.0476","1.0193","1.0767"
"Phuket",4,"cumulative_Lag 4","0.9883","0.8746","1.1168"
"Mukdahan",4,"cumulative_Lag 4","0.9297","0.7729","1.1183"
"Yala",4,"cumulative_Lag 4","1.0136","0.9473","1.0845"
"Rayong",4,"cumulative_Lag 4","1.0268","0.9848","1.0705"
"Ratchaburi",4,"cumulative_Lag 4","1.0203","0.9986","1.0425"
"Lop Buri",4,"cumulative_Lag 4","1.1005","1.0338","1.1715"
"Lampang",4,"cumulative_Lag 4","1.0028","0.9792","1.0271"
"Lamphun",4,"cumulative_Lag 4","1.0143","0.984","1.0455"
"Sakon Nakhon",4,"cumulative_Lag 4","1.0345","0.9782","1.0941"
"Songkhla",4,"cumulative_Lag 4","1.0376","0.9866","1.0912"
"Satun",4,"cumulative_Lag 4","0.9967","0.9025","1.1009"
"Samut Prakan",4,"cumulative_Lag 4","1.0195","0.99","1.0498"
"Samut Songkhram",4,"cumulative_Lag 4","1.0919","1.0266","1.1613"
"Sa Kaeo",4,"cumulative_Lag 4","1.0387","0.9964","1.0827"
"Suphan Buri",4,"cumulative_Lag 4","1.0385","0.998","1.0808"
"Surat Thani",4,"cumulative_Lag 4","1.0783","1.0184","1.1419"
"Sukhothai",4,"cumulative_Lag 4","1.0254","0.9845","1.0679"
"Nong Khai",4,"cumulative_Lag 4","1.0006","0.9721","1.0299"
"Udon Thani",4,"cumulative_Lag 4","1.0624","1.0222","1.1043"
"Uttaradit",4,"cumulative_Lag 4","1.0139","0.9536","1.078"
"Uthai Thani",4,"cumulative_Lag 4","1.0676","0.9805","1.1624"
"Ubon Ratchathani",4,"cumulative_Lag 4","1.0142","0.995","1.0338"
"Chiang Rai",4,"cumulative_Lag 4","0.989","0.98","0.9982"
"Chiang Mai",4,"cumulative_Lag 4","1.0132","0.9986","1.0281"
"Phetchabun",4,"cumulative_Lag 4","1.0184","0.948","1.0941"
"Loei",4,"cumulative_Lag 4","0.9833","0.956","1.0115"
"Phrae",4,"cumulative_Lag 4","1.0052","0.9769","1.0343"
"Mae Hong Son",4,"cumulative_Lag 4","1.0206","0.9957","1.0462"
