"Province","cumulative_Lag","RR","Lower","Upper"
"Bangkok","cumulative_Lag 6","1.0473","1.0304","1.0645"
"Buri Ram","cumulative_Lag 6","1.0723","1.0091","1.1396"
"Chachoengsao","cumulative_Lag 6","1.0607","1.0191","1.1041"
"Chanthaburi","cumulative_Lag 6","1.0119","0.91","1.1251"
"Chiang Mai","cumulative_Lag 6","1.0134","0.9983","1.0288"
"Chiang Rai","cumulative_Lag 6","0.9904","0.9811","0.9998"
"Chon Buri","cumulative_Lag 6","1.0465","1.0151","1.0788"
"Kamphaeng Phet","cumulative_Lag 6","1.0126","0.9388","1.0921"
"Kanchanaburi","cumulative_Lag 6","1.0101","0.9801","1.041"
"Khon Kaen","cumulative_Lag 6","1.0122","0.9895","1.0354"
"Lampang","cumulative_Lag 6","1.004","0.9799","1.0287"
"Lamphun","cumulative_Lag 6","1.0143","0.9832","1.0463"
"Loei","cumulative_Lag 6","0.9825","0.9539","1.012"
"Lop Buri","cumulative_Lag 6","1.0824","1.0138","1.1556"
"Mae Hong Son","cumulative_Lag 6","1.0164","0.9912","1.0422"
"Mukdahan","cumulative_Lag 6","0.96","0.7878","1.1698"
"Nakhon Pathom","cumulative_Lag 6","1.0683","1.0328","1.105"
"Nakhon Phanom","cumulative_Lag 6","1.0093","0.9718","1.0483"
"Nakhon Ratchasima","cumulative_Lag 6","1.0658","1.0425","1.0897"
"Nakhon Sawan","cumulative_Lag 6","1.0321","0.9985","1.0669"
"Nakhon Si Thammarat","cumulative_Lag 6","1.0519","0.9831","1.1255"
"Nan","cumulative_Lag 6","0.9936","0.9701","1.0178"
"Narathiwat","cumulative_Lag 6","1.0267","0.9639","1.0936"
"Nong Khai","cumulative_Lag 6","0.9969","0.9674","1.0272"
"Pathum Thani","cumulative_Lag 6","1.0321","0.9956","1.07"
"Phayao","cumulative_Lag 6","0.9793","0.9538","1.0055"
"Phetchabun","cumulative_Lag 6","1.008","0.9345","1.0874"
"Phichit","cumulative_Lag 6","1.021","0.9429","1.1055"
"Phitsanulok","cumulative_Lag 6","1.0438","1.0148","1.0737"
"Phra Nakhon Si Ayutthaya","cumulative_Lag 6","1.0231","0.9873","1.0602"
"Phrae","cumulative_Lag 6","1.0124","0.9834","1.0422"
"Phuket","cumulative_Lag 6","1.0152","0.8939","1.1529"
"Prachin Buri","cumulative_Lag 6","1.0351","0.9967","1.075"
"Prachuap Khiri Khan","cumulative_Lag 6","1.1407","1.051","1.2381"
"Ratchaburi","cumulative_Lag 6","1.02","0.998","1.0425"
"Rayong","cumulative_Lag 6","1.0406","0.9965","1.0866"
"Sa Kaeo","cumulative_Lag 6","1.0397","0.9962","1.085"
"Sakon Nakhon","cumulative_Lag 6","1.0338","0.9747","1.0964"
"Samut Prakan","cumulative_Lag 6","1.0219","0.9916","1.0532"
"Samut Songkhram","cumulative_Lag 6","1.078","1.0134","1.1467"
"Satun","cumulative_Lag 6","1.0016","0.9065","1.1067"
"Songkhla","cumulative_Lag 6","1.0294","0.9765","1.0851"
"Sukhothai","cumulative_Lag 6","1.0166","0.9738","1.0612"
"Suphan Buri","cumulative_Lag 6","1.0349","0.9926","1.0791"
"Surat Thani","cumulative_Lag 6","1.0817","1.0185","1.1489"
"Tak","cumulative_Lag 6","0.9914","0.9528","1.0316"
"Trang","cumulative_Lag 6","0.8803","0.7452","1.04"
"Trat","cumulative_Lag 6","1.0696","0.9629","1.1882"
"Ubon Ratchathani","cumulative_Lag 6","1.0102","0.9902","1.0306"
"Udon Thani","cumulative_Lag 6","1.0582","1.0168","1.1013"
"Uthai Thani","cumulative_Lag 6","1.0824","0.9899","1.1836"
"Uttaradit","cumulative_Lag 6","1.0234","0.9613","1.0894"
"Yala","cumulative_Lag 6","1.0163","0.9481","1.0895"
