"Province","cumulative_Lag","RR","Lower","Upper"
"Bangkok","cumulative_Lag 1","1.0241","1.0102","1.0381"
"Buri Ram","cumulative_Lag 1","1.0346","0.9864","1.0852"
"Chachoengsao","cumulative_Lag 1","1.0555","1.0224","1.0897"
"Chanthaburi","cumulative_Lag 1","1.0032","0.9042","1.1131"
"Chiang Mai","cumulative_Lag 1","1.0132","0.9998","1.0267"
"Chiang Rai","cumulative_Lag 1","0.9903","0.9804","1.0003"
"Chon Buri","cumulative_Lag 1","1.0426","1.0167","1.0691"
"Kamphaeng Phet","cumulative_Lag 1","0.9873","0.9374","1.0397"
"Kanchanaburi","cumulative_Lag 1","1.0128","0.9861","1.0403"
"Khon Kaen","cumulative_Lag 1","1.0332","1.0153","1.0514"
"Lampang","cumulative_Lag 1","0.993","0.9729","1.0135"
"Lamphun","cumulative_Lag 1","0.9979","0.9716","1.025"
"Loei","cumulative_Lag 1","1.0069","0.984","1.0303"
"Lop Buri","cumulative_Lag 1","1.1214","1.0672","1.1784"
"Mae Hong Son","cumulative_Lag 1","1.007","0.9823","1.0324"
"Mukdahan","cumulative_Lag 1","1.0222","0.8853","1.1804"
"Nakhon Pathom","cumulative_Lag 1","1.0281","0.9987","1.0585"
"Nakhon Phanom","cumulative_Lag 1","1.0086","0.9817","1.0362"
"Nakhon Ratchasima","cumulative_Lag 1","1.0485","1.0289","1.0685"
"Nakhon Sawan","cumulative_Lag 1","1.0174","0.9903","1.0452"
"Nakhon Si Thammarat","cumulative_Lag 1","1.0668","1.0069","1.1303"
"Nan","cumulative_Lag 1","1.0011","0.9804","1.0223"
"Narathiwat","cumulative_Lag 1","0.9685","0.9197","1.0199"
"Nong Khai","cumulative_Lag 1","1.0286","1.0043","1.0534"
"Pathum Thani","cumulative_Lag 1","0.9968","0.9665","1.0282"
"Phayao","cumulative_Lag 1","0.987","0.9654","1.009"
"Phetchabun","cumulative_Lag 1","1.0235","0.9678","1.0824"
"Phichit","cumulative_Lag 1","1.0106","0.9501","1.0749"
"Phitsanulok","cumulative_Lag 1","1.0254","1.0019","1.0495"
"Phra Nakhon Si Ayutthaya","cumulative_Lag 1","1.0107","0.9812","1.0411"
"Phrae","cumulative_Lag 1","0.9937","0.9704","1.0175"
"Phuket","cumulative_Lag 1","0.9897","0.8965","1.0926"
"Prachin Buri","cumulative_Lag 1","1.0402","1.0058","1.0758"
"Prachuap Khiri Khan","cumulative_Lag 1","1.0568","0.9828","1.1364"
"Ratchaburi","cumulative_Lag 1","1.0369","1.0158","1.0584"
"Rayong","cumulative_Lag 1","1.057","1.0189","1.0965"
"Sa Kaeo","cumulative_Lag 1","1.0277","0.9863","1.0707"
"Sakon Nakhon","cumulative_Lag 1","1.0038","0.9579","1.0518"
"Samut Prakan","cumulative_Lag 1","1.0243","0.9991","1.05"
"Samut Songkhram","cumulative_Lag 1","0.9779","0.9271","1.0316"
"Satun","cumulative_Lag 1","0.998","0.9229","1.0792"
"Songkhla","cumulative_Lag 1","1.0289","0.9872","1.0723"
"Sukhothai","cumulative_Lag 1","1.0366","1.0009","1.0734"
"Suphan Buri","cumulative_Lag 1","0.9919","0.9578","1.0272"
"Surat Thani","cumulative_Lag 1","1.025","0.9787","1.0735"
"Tak","cumulative_Lag 1","0.9911","0.9586","1.0246"
"Trang","cumulative_Lag 1","0.9548","0.8343","1.0928"
"Trat","cumulative_Lag 1","1.1088","0.9966","1.2337"
"Ubon Ratchathani","cumulative_Lag 1","1.0206","1.0052","1.0362"
"Udon Thani","cumulative_Lag 1","1.0336","1.0013","1.067"
"Uthai Thani","cumulative_Lag 1","1.0247","0.9548","1.0998"
"Uttaradit","cumulative_Lag 1","0.9905","0.9363","1.0478"
"Yala","cumulative_Lag 1","1.0355","0.9769","1.0976"
