"Province","cumulative_Lag","RR","Lower","Upper"
"Bangkok","cumulative_Lag 5","1.0455","1.0292","1.0622"
"Buri Ram","cumulative_Lag 5","1.0728","1.0079","1.1419"
"Chachoengsao","cumulative_Lag 5","1.0555","1.015","1.0977"
"Chanthaburi","cumulative_Lag 5","0.9978","0.8908","1.1177"
"Chiang Mai","cumulative_Lag 5","1.0112","0.9959","1.0268"
"Chiang Rai","cumulative_Lag 5","0.9906","0.9806","1.0008"
"Chon Buri","cumulative_Lag 5","1.0429","1.0126","1.0741"
"Kamphaeng Phet","cumulative_Lag 5","0.9916","0.9199","1.069"
"Kanchanaburi","cumulative_Lag 5","1.0103","0.9802","1.0414"
"Khon Kaen","cumulative_Lag 5","1.0163","0.9945","1.0386"
"Lampang","cumulative_Lag 5","1.0013","0.9775","1.0258"
"Lamphun","cumulative_Lag 5","1.0165","0.9859","1.048"
"Loei","cumulative_Lag 5","0.9791","0.9514","1.0076"
"Lop Buri","cumulative_Lag 5","1.074","1.0074","1.1449"
"Mae Hong Son","cumulative_Lag 5","1.0151","0.989","1.042"
"Mukdahan","cumulative_Lag 5","0.9625","0.7939","1.1669"
"Nakhon Pathom","cumulative_Lag 5","1.0652","1.0304","1.1012"
"Nakhon Phanom","cumulative_Lag 5","1.0004","0.9645","1.0377"
"Nakhon Ratchasima","cumulative_Lag 5","1.0647","1.0415","1.0884"
"Nakhon Sawan","cumulative_Lag 5","1.028","0.9949","1.0622"
"Nakhon Si Thammarat","cumulative_Lag 5","1.0303","0.9621","1.1032"
"Nan","cumulative_Lag 5","1.003","0.9789","1.0277"
"Narathiwat","cumulative_Lag 5","1.0091","0.9479","1.0744"
"Nong Khai","cumulative_Lag 5","0.994","0.9653","1.0235"
"Pathum Thani","cumulative_Lag 5","1.0305","0.9944","1.0679"
"Phayao","cumulative_Lag 5","0.98","0.9548","1.0058"
"Phetchabun","cumulative_Lag 5","1.0009","0.9272","1.0805"
"Phichit","cumulative_Lag 5","1.0177","0.9397","1.1022"
"Phitsanulok","cumulative_Lag 5","1.0391","1.0101","1.0689"
"Phra Nakhon Si Ayutthaya","cumulative_Lag 5","1.0229","0.9878","1.0592"
"Phrae","cumulative_Lag 5","1.0002","0.9721","1.0292"
"Phuket","cumulative_Lag 5","0.9876","0.8733","1.1169"
"Prachin Buri","cumulative_Lag 5","1.0397","1.0015","1.0795"
"Prachuap Khiri Khan","cumulative_Lag 5","1.1315","1.0396","1.2316"
"Ratchaburi","cumulative_Lag 5","1.0196","0.9975","1.0422"
"Rayong","cumulative_Lag 5","1.0267","0.9844","1.0709"
"Sa Kaeo","cumulative_Lag 5","1.0371","0.9935","1.0825"
"Sakon Nakhon","cumulative_Lag 5","1.0333","0.9763","1.0936"
"Samut Prakan","cumulative_Lag 5","1.0276","0.9979","1.0582"
"Samut Songkhram","cumulative_Lag 5","1.0741","1.0103","1.142"
"Satun","cumulative_Lag 5","0.9972","0.9052","1.0984"
"Songkhla","cumulative_Lag 5","1.03","0.9794","1.0831"
"Sukhothai","cumulative_Lag 5","1.0115","0.9675","1.0575"
"Suphan Buri","cumulative_Lag 5","1.0195","0.9773","1.0636"
"Surat Thani","cumulative_Lag 5","1.0763","1.0157","1.1404"
"Tak","cumulative_Lag 5","0.9918","0.9527","1.0325"
"Trang","cumulative_Lag 5","0.9127","0.7735","1.0769"
"Trat","cumulative_Lag 5","1.0865","0.9752","1.2106"
"Ubon Ratchathani","cumulative_Lag 5","1.011","0.9918","1.0306"
"Udon Thani","cumulative_Lag 5","1.0582","1.0181","1.0998"
"Uthai Thani","cumulative_Lag 5","1.0642","0.9707","1.1667"
"Uttaradit","cumulative_Lag 5","1.035","0.9722","1.1018"
"Yala","cumulative_Lag 5","1.0319","0.9642","1.1044"
