"Province","cumulative_Lag","RR","Lower","Upper"
"กรุงเทพมหานคร","cumulative_Lag 1","1.0157","1.0066","1.0249"
"กาญจนบุรี","cumulative_Lag 1","1.002","0.9819","1.0226"
"กำแพงเพชร","cumulative_Lag 1","0.9887","0.9506","1.0283"
"ขอนแก่น","cumulative_Lag 1","1.0259","1.0122","1.0397"
"จันทบุรี","cumulative_Lag 1","0.9975","0.9214","1.08"
"ฉะเชิงเทรา","cumulative_Lag 1","1.0402","1.0141","1.0669"
"ชลบุรี","cumulative_Lag 1","1.0203","1.0007","1.0402"
"ตรัง","cumulative_Lag 1","1.0045","0.9109","1.1076"
"ตราด","cumulative_Lag 1","1.0495","0.9601","1.1474"
"ตาก","cumulative_Lag 1","0.9953","0.9711","1.0201"
"นครปฐม","cumulative_Lag 1","1.0181","0.9959","1.0408"
"นครพนม","cumulative_Lag 1","1.0134","0.9906","1.0368"
"นครราชสีมา","cumulative_Lag 1","1.0358","1.0212","1.0506"
"นครศรีธรรมราช","cumulative_Lag 1","1.0612","1.016","1.1084"
"นครสวรรค์","cumulative_Lag 1","1.0429","1.0225","1.0636"
"นราธิวาส","cumulative_Lag 1","0.9808","0.9446","1.0185"
"น่าน","cumulative_Lag 1","1.0076","0.9922","1.0231"
"บุรีรัมย์","cumulative_Lag 1","1.0213","0.9836","1.0604"
"ปทุมธานี","cumulative_Lag 1","0.9997","0.9786","1.0212"
"ประจวบคีรีขันธ์","cumulative_Lag 1","1.0482","0.9933","1.1061"
"ปราจีนบุรี","cumulative_Lag 1","1.0293","1.0021","1.0573"
"พระนครศรีอยุธยา","cumulative_Lag 1","1.0138","0.9917","1.0365"
"พะเยา","cumulative_Lag 1","0.9879","0.9725","1.0035"
"พิจิตร","cumulative_Lag 1","1.0127","0.9624","1.0656"
"พิษณุโลก","cumulative_Lag 1","1.0276","1.0097","1.0458"
"ภูเก็ต","cumulative_Lag 1","1.014","0.9392","1.0947"
"มุกดาหาร","cumulative_Lag 1","0.9916","0.8926","1.1015"
"ยะลา","cumulative_Lag 1","1.0146","0.9705","1.0606"
"ระยอง","cumulative_Lag 1","1.0356","1.0083","1.0636"
"ราชบุรี","cumulative_Lag 1","1.0242","1.0085","1.0403"
"ลพบุรี","cumulative_Lag 1","1.0818","1.0388","1.1266"
"ลำปาง","cumulative_Lag 1","0.9989","0.9846","1.0134"
"ลำพูน","cumulative_Lag 1","0.9917","0.9724","1.0114"
"สกลนคร","cumulative_Lag 1","0.9942","0.9598","1.0299"
"สงขลา","cumulative_Lag 1","1.0208","0.991","1.0515"
"สตูล","cumulative_Lag 1","0.9975","0.9383","1.0605"
"สมุทรปราการ","cumulative_Lag 1","1.0062","0.9888","1.0239"
"สมุทรสงคราม","cumulative_Lag 1","1.0187","0.9747","1.0647"
"สระแก้ว","cumulative_Lag 1","1.0003","0.9677","1.034"
"สุพรรณบุรี","cumulative_Lag 1","1.016","0.989","1.0437"
"สุราษฎร์ธานี","cumulative_Lag 1","1.0177","0.9823","1.0544"
"สุโขทัย","cumulative_Lag 1","1.0211","0.9926","1.0504"
"หนองคาย","cumulative_Lag 1","1.0181","0.9994","1.0372"
"อุดรธานี","cumulative_Lag 1","1.0257","1.0002","1.0518"
"อุตรดิตถ์","cumulative_Lag 1","1.0126","0.9697","1.0575"
"อุทัยธานี","cumulative_Lag 1","0.9857","0.9321","1.0424"
"อุบลราชธานี","cumulative_Lag 1","1.0169","1.0051","1.0287"
"เชียงราย","cumulative_Lag 1","0.996","0.9883","1.0037"
"เชียงใหม่","cumulative_Lag 1","1.0075","0.998","1.0171"
"เพชรบูรณ์","cumulative_Lag 1","1.0237","0.9778","1.0717"
"เลย","cumulative_Lag 1","1.0075","0.99","1.0253"
"แพร่","cumulative_Lag 1","1.0046","0.9857","1.0239"
"แม่ฮ่องสอน","cumulative_Lag 1","0.9983","0.9774","1.0197"
