"Province","cumulative_Lag","RR","Lower","Upper"
"Bangkok","cumulative_Lag 1","1.0216","1.0071","1.0365"
"Buri Ram","cumulative_Lag 1","1.0414","0.9915","1.0937"
"Chachoengsao","cumulative_Lag 1","1.0538","1.0177","1.0912"
"Chanthaburi","cumulative_Lag 1","0.9829","0.8784","1.0998"
"Chiang Mai","cumulative_Lag 1","1.01","0.9954","1.0249"
"Chiang Rai","cumulative_Lag 1","0.9888","0.9778","0.9999"
"Chon Buri","cumulative_Lag 1","1.0376","1.0104","1.0655"
"Kamphaeng Phet","cumulative_Lag 1","1.0026","0.9473","1.0612"
"Kanchanaburi","cumulative_Lag 1","1.0214","0.9928","1.0508"
"Khon Kaen","cumulative_Lag 1","1.0366","1.0179","1.0557"
"Lampang","cumulative_Lag 1","0.9937","0.9711","1.0168"
"Lamphun","cumulative_Lag 1","0.9999","0.9707","1.0299"
"Loei","cumulative_Lag 1","1.0117","0.9873","1.0367"
"Lop Buri","cumulative_Lag 1","1.1296","1.071","1.1913"
"Mae Hong Son","cumulative_Lag 1","1.0094","0.983","1.0364"
"Mukdahan","cumulative_Lag 1","1.0395","0.8958","1.2064"
"Nakhon Pathom","cumulative_Lag 1","1.0202","0.9885","1.0529"
"Nakhon Phanom","cumulative_Lag 1","1.0115","0.9841","1.0397"
"Nakhon Ratchasima","cumulative_Lag 1","1.0509","1.0298","1.0725"
"Nakhon Sawan","cumulative_Lag 1","1.008","0.9791","1.0376"
"Nakhon Si Thammarat","cumulative_Lag 1","1.0484","0.987","1.1136"
"Nan","cumulative_Lag 1","1.0027","0.9785","1.0275"
"Narathiwat","cumulative_Lag 1","0.9735","0.9219","1.028"
"Nong Khai","cumulative_Lag 1","1.0258","1.0005","1.0518"
"Pathum Thani","cumulative_Lag 1","0.9861","0.9538","1.0194"
"Phayao","cumulative_Lag 1","0.9863","0.9623","1.011"
"Phetchabun","cumulative_Lag 1","1.0227","0.9635","1.0857"
"Phichit","cumulative_Lag 1","0.976","0.9114","1.0453"
"Phitsanulok","cumulative_Lag 1","1.0351","1.0095","1.0614"
"Phra Nakhon Si Ayutthaya","cumulative_Lag 1","1.0096","0.9778","1.0424"
"Phrae","cumulative_Lag 1","0.9882","0.9621","1.015"
"Phuket","cumulative_Lag 1","0.973","0.8769","1.0796"
"Prachin Buri","cumulative_Lag 1","1.0276","0.9926","1.0639"
"Prachuap Khiri Khan","cumulative_Lag 1","1.069","0.9911","1.153"
"Ratchaburi","cumulative_Lag 1","1.0336","1.0111","1.0566"
"Rayong","cumulative_Lag 1","1.0454","1.0058","1.0865"
"Sa Kaeo","cumulative_Lag 1","1.0285","0.9857","1.0731"
"Sakon Nakhon","cumulative_Lag 1","1.0084","0.9621","1.0569"
"Samut Prakan","cumulative_Lag 1","1.0173","0.9909","1.0444"
"Samut Songkhram","cumulative_Lag 1","0.9941","0.9374","1.0543"
"Satun","cumulative_Lag 1","1.0072","0.9267","1.0947"
"Songkhla","cumulative_Lag 1","1.0319","0.9885","1.0771"
"Sukhothai","cumulative_Lag 1","1.0374","0.9988","1.0776"
"Suphan Buri","cumulative_Lag 1","1.0014","0.9651","1.0391"
"Surat Thani","cumulative_Lag 1","1.0291","0.9804","1.0803"
"Tak","cumulative_Lag 1","0.9968","0.9614","1.0336"
"Trang","cumulative_Lag 1","0.9491","0.8223","1.0954"
"Trat","cumulative_Lag 1","1.1746","1.0472","1.3175"
"Ubon Ratchathani","cumulative_Lag 1","1.021","1.0046","1.0377"
"Udon Thani","cumulative_Lag 1","1.0414","1.0076","1.0764"
"Uthai Thani","cumulative_Lag 1","0.9943","0.9223","1.0721"
"Uttaradit","cumulative_Lag 1","0.9844","0.9251","1.0476"
"Yala","cumulative_Lag 1","1.02","0.9599","1.084"
