"Province","cumulative_Lag","RR","Lower","Upper"
"Bangkok","cumulative_Lag 3","1.0396","1.0236","1.056"
"Buri Ram","cumulative_Lag 3","1.0459","0.9887","1.1065"
"Chachoengsao","cumulative_Lag 3","1.0639","1.0243","1.1051"
"Chanthaburi","cumulative_Lag 3","1.0014","0.8906","1.126"
"Chiang Mai","cumulative_Lag 3","1.0166","1.0012","1.0322"
"Chiang Rai","cumulative_Lag 3","0.9911","0.9799","1.0024"
"Chon Buri","cumulative_Lag 3","1.0512","1.0218","1.0815"
"Kamphaeng Phet","cumulative_Lag 3","0.9734","0.9118","1.0392"
"Kanchanaburi","cumulative_Lag 3","1.008","0.9778","1.0391"
"Khon Kaen","cumulative_Lag 3","1.0267","1.0061","1.0477"
"Lampang","cumulative_Lag 3","0.9942","0.9707","1.0182"
"Lamphun","cumulative_Lag 3","1.0033","0.9735","1.034"
"Loei","cumulative_Lag 3","0.9863","0.9596","1.0138"
"Lop Buri","cumulative_Lag 3","1.0869","1.0248","1.1527"
"Mae Hong Son","cumulative_Lag 3","1.0094","0.9817","1.0379"
"Mukdahan","cumulative_Lag 3","0.9563","0.8008","1.1421"
"Nakhon Pathom","cumulative_Lag 3","1.0589","1.0246","1.0943"
"Nakhon Phanom","cumulative_Lag 3","0.9912","0.9586","1.025"
"Nakhon Ratchasima","cumulative_Lag 3","1.0635","1.0407","1.0868"
"Nakhon Sawan","cumulative_Lag 3","1.0279","0.9961","1.0607"
"Nakhon Si Thammarat","cumulative_Lag 3","1.0818","1.0115","1.1569"
"Nan","cumulative_Lag 3","1.0053","0.9802","1.0311"
"Narathiwat","cumulative_Lag 3","0.9827","0.9252","1.0437"
"Nong Khai","cumulative_Lag 3","1.0113","0.9835","1.0399"
"Pathum Thani","cumulative_Lag 3","1.0301","0.9942","1.0674"
"Phayao","cumulative_Lag 3","0.9876","0.962","1.0137"
"Phetchabun","cumulative_Lag 3","1.0329","0.9648","1.1057"
"Phichit","cumulative_Lag 3","1.0408","0.9673","1.12"
"Phitsanulok","cumulative_Lag 3","1.0249","0.997","1.0536"
"Phra Nakhon Si Ayutthaya","cumulative_Lag 3","1.0186","0.9844","1.0539"
"Phrae","cumulative_Lag 3","0.9931","0.9656","1.0213"
"Phuket","cumulative_Lag 3","0.9898","0.881","1.1121"
"Prachin Buri","cumulative_Lag 3","1.0603","1.0214","1.1006"
"Prachuap Khiri Khan","cumulative_Lag 3","1.085","0.9985","1.179"
"Ratchaburi","cumulative_Lag 3","1.0327","1.0093","1.0566"
"Rayong","cumulative_Lag 3","1.0469","1.0043","1.0912"
"Sa Kaeo","cumulative_Lag 3","1.037","0.9915","1.0845"
"Sakon Nakhon","cumulative_Lag 3","1.016","0.9624","1.0725"
"Samut Prakan","cumulative_Lag 3","1.034","1.0049","1.0639"
"Samut Songkhram","cumulative_Lag 3","1.0101","0.9504","1.0735"
"Satun","cumulative_Lag 3","0.9737","0.8886","1.0671"
"Songkhla","cumulative_Lag 3","1.0294","0.9811","1.0802"
"Sukhothai","cumulative_Lag 3","1.0299","0.9897","1.0717"
"Suphan Buri","cumulative_Lag 3","0.9868","0.9472","1.0281"
"Surat Thani","cumulative_Lag 3","1.0527","0.9973","1.1112"
"Tak","cumulative_Lag 3","0.9832","0.9453","1.0225"
"Trang","cumulative_Lag 3","0.9606","0.8201","1.1251"
"Trat","cumulative_Lag 3","1.0815","0.9593","1.2193"
"Ubon Ratchathani","cumulative_Lag 3","1.0167","0.9984","1.0353"
"Udon Thani","cumulative_Lag 3","1.0443","1.0067","1.0833"
"Uthai Thani","cumulative_Lag 3","1.0745","0.9873","1.1694"
"Uttaradit","cumulative_Lag 3","1.0368","0.9695","1.1087"
"Yala","cumulative_Lag 3","1.0778","1.0073","1.1534"
