"Province","Lag","RR","Lower","Upper"
"กรุงเทพมหานคร","Lag 5","1.0028","0.9992","1.0064"
"กาญจนบุรี","Lag 5","0.9985","0.9914","1.0055"
"กำแพงเพชร","Lag 5","1.0108","0.9934","1.0284"
"ขอนแก่น","Lag 5","0.9924","0.9877","0.9971"
"จันทบุรี","Lag 5","1.0049","0.975","1.0358"
"ฉะเชิงเทรา","Lag 5","0.9984","0.9893","1.0075"
"ชลบุรี","Lag 5","0.9987","0.992","1.0054"
"ตรัง","Lag 5","0.9798","0.9432","1.0179"
"ตราด","Lag 5","0.9865","0.9562","1.0177"
"ตาก","Lag 5","0.9998","0.9908","1.0089"
"นครปฐม","Lag 5","1.0059","0.9982","1.0137"
"นครพนม","Lag 5","1.0017","0.9941","1.0094"
"นครราชสีมา","Lag 5","0.9999","0.9947","1.0051"
"นครศรีธรรมราช","Lag 5","0.9984","0.9824","1.0146"
"นครสวรรค์","Lag 5","1.0024","0.9948","1.01"
"นราธิวาส","Lag 5","1.0171","1.0031","1.0314"
"น่าน","Lag 5","0.9963","0.9901","1.0024"
"บุรีรัมย์","Lag 5","1.0038","0.9897","1.0182"
"ปทุมธานี","Lag 5","1.0068","0.9986","1.0151"
"ประจวบคีรีขันธ์","Lag 5","1.0118","0.9908","1.0333"
"ปราจีนบุรี","Lag 5","0.9953","0.9863","1.0043"
"พระนครศรีอยุธยา","Lag 5","1.0015","0.9937","1.0095"
"พะเยา","Lag 5","0.9994","0.993","1.0058"
"พิจิตร","Lag 5","1.0019","0.9847","1.0194"
"พิษณุโลก","Lag 5","1.0026","0.9958","1.0094"
"ภูเก็ต","Lag 5","1.011","0.9834","1.0394"
"มุกดาหาร","Lag 5","0.9981","0.9595","1.0383"
"ยะลา","Lag 5","0.9902","0.9752","1.0055"
"ระยอง","Lag 5","0.9975","0.9878","1.0073"
"ราชบุรี","Lag 5","0.9947","0.9894","1.0001"
"ลพบุรี","Lag 5","0.9879","0.9742","1.0017"
"ลำปาง","Lag 5","1.0031","0.9973","1.009"
"ลำพูน","Lag 5","1.0028","0.9953","1.0104"
"สกลนคร","Lag 5","1.0051","0.992","1.0183"
"สงขลา","Lag 5","0.998","0.9871","1.0089"
"สตูล","Lag 5","1.0001","0.9796","1.0209"
"สมุทรปราการ","Lag 5","0.9962","0.9897","1.0028"
"สมุทรสงคราม","Lag 5","1.0199","1.0051","1.0349"
"สระแก้ว","Lag 5","1.0008","0.9899","1.0119"
"สุพรรณบุรี","Lag 5","1.012","1.0022","1.0219"
"สุราษฎร์ธานี","Lag 5","1.0094","0.9963","1.0228"
"สุโขทัย","Lag 5","0.9956","0.9846","1.0066"
"หนองคาย","Lag 5","0.9936","0.987","1.0002"
"อุดรธานี","Lag 5","1.0019","0.9931","1.0107"
"อุตรดิตถ์","Lag 5","1.0047","0.9894","1.0202"
"อุทัยธานี","Lag 5","1.0124","0.9926","1.0326"
"อุบลราชธานี","Lag 5","0.9966","0.9923","1.0009"
"เชียงราย","Lag 5","1.0006","0.9978","1.0034"
"เชียงใหม่","Lag 5","0.9997","0.996","1.0034"
"เพชรบูรณ์","Lag 5","0.9975","0.981","1.0143"
"เลย","Lag 5","0.996","0.9895","1.0026"
"แพร่","Lag 5","1.0072","1.0005","1.0139"
"แม่ฮ่องสอน","Lag 5","1.0028","0.9953","1.0103"
