"Province","cumulative_Lag","RR","Lower","Upper"
"กรุงเทพมหานคร","cumulative_Lag 3","1.0384","1.024","1.053"
"กาญจนบุรี","cumulative_Lag 3","1.0129","0.9861","1.0403"
"กำแพงเพชร","cumulative_Lag 3","0.9787","0.9208","1.0402"
"ขอนแก่น","cumulative_Lag 3","1.0307","1.0113","1.0504"
"จันทบุรี","cumulative_Lag 3","0.9946","0.8993","1.1"
"ฉะเชิงเทรา","cumulative_Lag 3","1.0618","1.0263","1.0986"
"ชลบุรี","cumulative_Lag 3","1.0479","1.0211","1.0754"
"ตรัง","cumulative_Lag 3","0.9404","0.813","1.0877"
"ตราด","cumulative_Lag 3","1.1183","1.0123","1.2354"
"ตาก","cumulative_Lag 3","0.9888","0.9546","1.0241"
"นครปฐม","cumulative_Lag 3","1.0499","1.0191","1.0817"
"นครพนม","cumulative_Lag 3","1.0003","0.9693","1.0322"
"นครราชสีมา","cumulative_Lag 3","1.0642","1.044","1.0848"
"นครศรีธรรมราช","cumulative_Lag 3","1.0477","0.9861","1.1132"
"นครสวรรค์","cumulative_Lag 3","1.0239","0.9952","1.0534"
"นราธิวาส","cumulative_Lag 3","0.9782","0.9257","1.0336"
"น่าน","cumulative_Lag 3","1.0068","0.9852","1.0288"
"บุรีรัมย์","cumulative_Lag 3","1.0605","1.0057","1.1183"
"ปทุมธานี","cumulative_Lag 3","1.0135","0.9818","1.0461"
"ประจวบคีรีขันธ์","cumulative_Lag 3","1.1018","1.0236","1.186"
"ปราจีนบุรี","cumulative_Lag 3","1.0464","1.0123","1.0816"
"พระนครศรีอยุธยา","cumulative_Lag 3","1.0181","0.9871","1.0501"
"พะเยา","cumulative_Lag 3","0.9815","0.9597","1.0039"
"พิจิตร","cumulative_Lag 3","1.0145","0.9476","1.0862"
"พิษณุโลก","cumulative_Lag 3","1.0346","1.0098","1.0599"
"ภูเก็ต","cumulative_Lag 3","0.9803","0.8803","1.0917"
"มุกดาหาร","cumulative_Lag 3","0.9362","0.7946","1.103"
"ยะลา","cumulative_Lag 3","1.0473","0.986","1.1124"
"ระยอง","cumulative_Lag 3","1.0401","1.002","1.0796"
"ราชบุรี","cumulative_Lag 3","1.0331","1.0129","1.0536"
"ลพบุรี","cumulative_Lag 3","1.111","1.0529","1.1723"
"ลำปาง","cumulative_Lag 3","0.9952","0.9745","1.0164"
"ลำพูน","cumulative_Lag 3","1.0073","0.9807","1.0347"
"สกลนคร","cumulative_Lag 3","1.0198","0.9713","1.0707"
"สงขลา","cumulative_Lag 3","1.0341","0.9897","1.0805"
"สตูล","cumulative_Lag 3","0.9799","0.8984","1.0687"
"สมุทรปราการ","cumulative_Lag 3","1.0327","1.0063","1.0598"
"สมุทรสงคราม","cumulative_Lag 3","1.0367","0.9801","1.0965"
"สระแก้ว","cumulative_Lag 3","1.0363","0.9971","1.0772"
"สุพรรณบุรี","cumulative_Lag 3","0.9987","0.962","1.0368"
"สุราษฎร์ธานี","cumulative_Lag 3","1.0517","1.0003","1.1059"
"สุโขทัย","cumulative_Lag 3","1.0256","0.987","1.0657"
"หนองคาย","cumulative_Lag 3","1.0131","0.9873","1.0396"
"อุดรธานี","cumulative_Lag 3","1.0519","1.0173","1.0876"
"อุตรดิตถ์","cumulative_Lag 3","1.0151","0.9615","1.0717"
"อุทัยธานี","cumulative_Lag 3","1.0417","0.9642","1.1254"
"อุบลราชธานี","cumulative_Lag 3","1.0189","1.0022","1.0359"
"เชียงราย","cumulative_Lag 3","0.9891","0.9797","0.9985"
"เชียงใหม่","cumulative_Lag 3","1.0133","0.9995","1.0274"
"เพชรบูรณ์","cumulative_Lag 3","1.0117","0.9484","1.0793"
"เลย","cumulative_Lag 3","0.9909","0.967","1.0154"
"แพร่","cumulative_Lag 3","0.9906","0.9663","1.0155"
"แม่ฮ่องสอน","cumulative_Lag 3","1.0166","0.9922","1.0416"
